It took 3.820772171020508 seconds to calculate the mandelbrot graph
It took 0.09927606582641602 seconds to dump the image.
         1099361 function calls (1080072 primitive calls) in 4.411 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        2    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
        3    0.000    0.000    0.000    0.000 _pylab_helpers.py:100(get_active)
        1    0.000    0.000    0.000    0.000 __init__.py:603(RcParams)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       21    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
       36    0.000    0.000    0.000    0.000 text.py:541(get_wrap)
       15    0.000    0.000    0.000    0.000 enum.py:724(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 colors.py:1206(Normalize)
        1    0.000    0.000    0.000    0.000 backend_bases.py:151(RendererBase)
        1    0.000    0.000    0.000    0.000 _base.py:1716(set_adjustable)
        9    0.000    0.000    0.000    0.000 core.py:3532(parseImpl)
        1    0.000    0.000    0.000    0.000 transforms.py:1680(TransformWrapper)
       37    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 figure.py:935(clear)
        8    0.000    0.000    0.000    0.000 ticker.py:1772(__call__)
        7    0.000    0.000    0.000    0.000 fractions.py:276(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
       36    0.000    0.000    0.000    0.000 text.py:743(get_color)
       36    0.000    0.000    0.000    0.000 lines.py:895(get_drawstyle)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:559(<dictcomp>)
       36    0.000    0.000    0.000    0.000 markers.py:407(get_snap_threshold)
        4    0.000    0.000    0.000    0.000 inspect.py:3033(<dictcomp>)
        2    0.000    0.000    0.000    0.000 ast.py:67(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 contour.py:653(ContourSet)
        1    0.000    0.000    0.000    0.000 legend_handler.py:628(__init__)
        7    0.000    0.000    0.000    0.000 linalg.py:117(isComplexType)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _enums.py:115(<listcomp>)
        2    0.000    0.000    0.000    0.000 figure.py:88(current)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        8    0.000    0.000    0.000    0.000 image.py:123(<genexpr>)
        1    0.000    0.000    0.000    0.000 figure.py:3145(add_axobserver)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       36    0.000    0.000    0.000    0.000 lines.py:597(get_markevery)
       42    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 core.py:5721(token_map)
       10    0.000    0.000    0.000    0.000 _docstring.py:33(__init__)
       41    0.000    0.000    0.000    0.000 multiarray.py:668(result_type)
       19    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
        4    0.000    0.000    0.000    0.000 core.py:3500(mask)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(can_cast)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1785(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 transforms.py:795(null)
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
       20    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        8    0.000    0.000    0.000    0.000 dataclasses.py:817(_set_qualname)
       33    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
       14    0.000    0.000    0.000    0.000 rcsetup.py:377(validate_fontweight)
        3    0.000    0.000    0.000    0.000 Image.py:500(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:525(__getitem__)
        3    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 figure.py:1651(_process_projection_requirements)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 collections.py:932(_CollectionWithSizes)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
       25    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        7    0.000    0.000    0.000    0.000 Image.py:3320(register_save)
       12    0.000    0.000    0.000    0.000 dataclasses.py:436(_field_assign)
       38    0.000    0.000    0.000    0.000 artist.py:574(get_url)
        1    0.000    0.000    0.000    0.000 dviread.py:1036(_LuatexKpsewhich)
        1    0.000    0.000    0.000    0.000 polar.py:18(PolarTransform)
        4    0.000    0.000    0.000    0.000 figure.py:2641(axes)
        1    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        6    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        2    0.000    0.000    0.000    0.000 _base.py:234(set_prop_cycle)
       28    0.000    0.000    0.000    0.000 axis.py:707(isDefault_majfmt)
       12    0.000    0.000    0.000    0.000 dataclasses.py:508(_init_param)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:836(keys)
        1    0.000    0.000    0.000    0.000 __init__.py:255(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:3511(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:958(x0)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:62(BmpImageFile)
       69    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       28    0.000    0.000    0.000    0.000 axis.py:554(locator)
       36    0.000    0.000    0.000    0.000 core.py:4099(<genexpr>)
        2    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        2    0.000    0.000    0.000    0.000 transforms.py:963(y0)
        1    0.000    0.000    0.000    0.000 colors.py:647(Colormap)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
       10    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
       34    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 random.py:219(__init_subclass__)
        1    0.000    0.000    0.000    0.000 widgets.py:1104(TextBox)
       22    0.000    0.000    0.000    0.000 deprecation.py:171(__set_name__)
        1    0.000    0.000    0.000    0.000 parse.py:155(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2342(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        4    0.000    0.000    0.000    0.000 core.py:4895(_generateDefaultName)
       36    0.000    0.000    0.000    0.000 markers.py:388(get_alt_path)
        4    0.000    0.000    0.000    0.000 deprecation.py:155(__get__)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:326(__set_name__)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.000    0.000 core.py:2613(Word)
        4    0.000    0.000    0.000    0.000 axis.py:2043(<listcomp>)
       14    0.000    0.000    0.000    0.000 ticker.py:469(set_useOffset)
       28    0.000    0.000    0.000    0.000 axis.py:715(isDefault_minloc)
       11    0.000    0.000    0.000    0.000 results.py:247(__iter__)
        1    0.000    0.000    0.000    0.000 ticker.py:1340(EngFormatter)
        1    0.000    0.000    0.000    0.000 index_tricks.py:313(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 cycler.py:104(Cycler)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        2    0.000    0.000    0.000    0.000 _base.py:72(wrapper)
       36    0.000    0.000    0.000    0.000 markers.py:369(get_path)
       26    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
        8    0.000    0.000    0.000    0.000 core.py:4773(stopOn)
        1    0.000    0.000    0.000    0.000 font_manager.py:614(FontProperties)
        1    0.000    0.000    0.000    0.000 category.py:149(StrCategoryFormatter)
       26    0.000    0.000    0.000    0.000 cm.py:607(norm)
       36    0.000    0.000    0.000    0.000 markers.py:324(get_marker)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        2    0.000    0.000    0.000    0.000 core.py:3379(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _enums.py:181(<listcomp>)
        6    0.000    0.000    0.000    0.000 hatch.py:182(_validate_hatch_pattern)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        2    0.000    0.000    0.000    0.000 Image.py:2791(_check_size)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1255(__init__)
       19    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        3    0.000    0.000    0.000    0.000 rcsetup.py:783(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1181(<listcomp>)
       22    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       36    0.000    0.000    0.000    0.000 backend_bases.py:632(flipy)
        1    0.000    0.000    0.000    0.000 axis3d.py:578(XAxis)
        2    0.000    0.000    0.000    0.000 os.py:1080(__subclasshook__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:525(ElementTree)
       40    0.000    0.000    0.000    0.000 core.py:1873(recurse)
       31    0.000    0.000    0.000    0.000 core.py:4098(<genexpr>)
        3    0.000    0.000    0.000    0.000 rcsetup.py:409(_validate_mathtext_fallback)
       37    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        4    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2193(_backend_module_name)
        1    0.000    0.000    0.000    0.000 transforms.py:1148(LockableBbox)
        4    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        2    0.000    0.000    0.000    0.000 results.py:436(<listcomp>)
        8    0.000    0.000    0.000    0.000 _base.py:3035(<genexpr>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 contextlib.py:509(_push_cm_exit)
        1    0.000    0.000    0.000    0.000 colors.py:838(_set_extremes)
       19    0.000    0.000    0.000    0.000 cycler.py:170(change_key)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 __init__.py:1784(__init__)
        2    0.000    0.000    0.000    0.000 Image.py:819(load)
        1    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:27(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 core.py:5117(Forward)
       24    0.000    0.000    0.000    0.000 dviread.py:188(_dispatch)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 core.py:6700(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:89(__compat__)
        1    0.000    0.000    0.000    0.000 _base.py:3078(<listcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:543(SubplotSpec)
       28    0.000    0.000    0.000    0.000 axis.py:723(isDefault_minfmt)
        1    0.000    0.000    0.000    0.000 Image.py:3500(Exif)
        2    0.000    0.000    0.000    0.000 transforms.py:993(intervaly)
        1    0.000    0.000    0.000    0.000 re.py:330(filter)
       24    0.000    0.000    0.000    0.000 patches.py:2243(<genexpr>)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 artist.py:67(_finalize_rasterization)
        1    0.000    0.000    0.000    0.000 colors.py:96(ColorSequenceRegistry)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1393(TreeBuilder)
        2    0.000    0.000    0.000    0.000 figure.py:261(get_children)
        1    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        8    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
       22    0.000    0.000    0.000    0.000 core.py:3361(<genexpr>)
       33    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        9    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 core.py:4866(ZeroOrMore)
