It took 3.820772171020508 seconds to calculate the mandelbrot graph
It took 0.09927606582641602 seconds to dump the image.
         1099361 function calls (1080072 primitive calls) in 4.411 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       47    0.000    0.000    0.000    0.000 text.py:1301(set_parse_math)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        3    0.000    0.000    0.000    0.000 core.py:681(add_parse_action)
      170    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       46    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 core.py:3640(shrink_mask)
       72    0.000    0.000    0.000    0.000 backend_agg.py:278(points_to_pixels)
        6    0.000    0.000    0.000    0.000 numerictypes.py:433(__getitem__)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
      104    0.000    0.000    0.000    0.000 _docstring.py:88(do_copy)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 numeric.py:2150(identity)
        1    0.000    0.000    0.000    0.000 core.py:3757(And)
      144    0.000    0.000    0.000    0.000 text.py:1313(get_parse_math)
        1    0.000    0.000    0.000    0.000 core.py:3459(__init__)
       31    0.000    0.000    0.000    0.000 transforms.py:263(y0)
        3    0.000    0.000    0.000    0.000 rcsetup.py:424(validate_whiskers)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
      168    0.000    0.000    0.000    0.000 fromnumeric.py:2698(_amax_dispatcher)
        8    0.000    0.000    0.000    0.000 dataclasses.py:824(_set_new_attribute)
      108    0.000    0.000    0.000    0.000 text.py:279(get_rotation_mode)
       31    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 core.py:1623(__getitem__)
        1    0.000    0.000    0.000    0.000 actions.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
       86    0.000    0.000    0.000    0.000 backend_bases.py:965(set_url)
        2    0.000    0.000    0.000    0.000 cm.py:678(changed)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:172(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:461(<dictcomp>)
       17    0.000    0.000    0.000    0.000 transforms.py:361(width)
        1    0.000    0.000    0.000    0.000 __init__.py:1231(__init__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:252(validate_backend)
        1    0.000    0.000    0.000    0.000 figure.py:749(_add_axes_internal)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
      161    0.000    0.000    0.000    0.000 util.py:196(escape_re_range_char)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        2    0.000    0.000    0.000    0.000 os.py:689(__delitem__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:105(_set_new_active_manager)
        1    0.000    0.000    0.000    0.000 core.py:1555(make_mask)
        1    0.000    0.000    0.000    0.000 ImageMode.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:150(_families)
        4    0.000    0.000    0.000    0.000 axis.py:1165(_set_artist_props)
        2    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
      114    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 core.py:693(add_condition)
        1    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        1    0.000    0.000    0.000    0.000 artist.py:988(_set_alpha_for_array)
       18    0.000    0.000    0.000    0.000 transforms.py:56(_make_str_method)
       17    0.000    0.000    0.000    0.000 transforms.py:367(height)
        4    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:158(_property)
      128    0.000    0.000    0.000    0.000 backend_bases.py:179(open_group)
       89    0.000    0.000    0.000    0.000 __init__.py:89(<lambda>)
        7    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 pathlib.py:1285(exists)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1568(get_matrix)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
       12    0.000    0.000    0.000    0.000 colors.py:203(_sanitize_extrema)
        5    0.000    0.000    0.000    0.000 __init__.py:216(<dictcomp>)
        1    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 _enums.py:17(_AutoStringNameEnum)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 quiver.py:879(Barbs)
       90    0.000    0.000    0.000    0.000 axis.py:565(formatter)
       58    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 patches.py:1856(Circle)
       36    0.000    0.000    0.000    0.000 core.py:1362(getmask)
      128    0.000    0.000    0.000    0.000 fromnumeric.py:3241(_around_dispatcher)
        6    0.000    0.000    0.000    0.000 core.py:220(_get_dtype_of)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
       16    0.000    0.000    0.000    0.000 ticker.py:1926(__init__)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        2    0.000    0.000    0.000    0.000 core.py:3297(_generateDefaultName)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
       78    0.000    0.000    0.000    0.000 enum.py:796(name)
       29    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:120(Blend)
        2    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:1632(set_aspect)
        4    0.000    0.000    0.000    0.000 Image.py:3354(register_extensions)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 table.py:238(Table)
       12    0.000    0.000    0.000    0.000 artist.py:602(get_snap)
        1    0.000    0.000    0.000    0.000 __init__.py:921(GrouperView)
      128    0.000    0.000    0.000    0.000 backend_bases.py:186(close_group)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        2    0.000    0.000    0.000    0.000 core.py:2278(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1105(use)
      104    0.000    0.000    0.000    0.000 _docstring.py:86(copy)
        5    0.000    0.000    0.000    0.000 core.py:4972(_generateDefaultName)
       12    0.000    0.000    0.000    0.000 dataclasses.py:448(_field_init)
        1    0.000    0.000    0.000    0.000 __config__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 transforms.py:1721(_set)
        2    0.000    0.000    0.000    0.000 dataclasses.py:227(_recursive_repr)
        4    0.000    0.000    0.000    0.000 ticker.py:683(get_offset)
       28    0.000    0.000    0.000    0.000 axis.py:558(locator)
       15    0.000    0.000    0.000    0.000 core.py:1283(_replace_dtype_fields_recursive)
       28    0.000    0.000    0.000    0.000 axis.py:569(formatter)
        1    0.000    0.000    0.000    0.000 twodim_base.py:162(eye)
        1    0.000    0.000    0.000    0.000 __init__.py:187(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
       20    0.000    0.000    0.000    0.000 core.py:3676(_get_data)
        1    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        1    0.000    0.000    0.000    0.000 Image.py:200(Palette)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
       67    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       86    0.000    0.000    0.000    0.000 backend_bases.py:847(get_snap)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        6    0.000    0.000    0.000    0.000 patches.py:494(set_hatch)
       60    0.000    0.000    0.000    0.000 markers.py:482(_set_nothing)
        1    0.000    0.000    0.000    0.000 gridspec.py:338(__init__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
       10    0.000    0.000    0.000    0.000 PngImagePlugin.py:152(_crc32)
       30    0.000    0.000    0.000    0.000 version.py:452(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        2    0.000    0.000    0.000    0.000 transforms.py:1705(_init)
        2    0.000    0.000    0.000    0.000 ast.py:84(_convert)
       46    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        8    0.000    0.000    0.000    0.000 util.py:116(clear)
        1    0.000    0.000    0.000    0.000 core.py:1032(enable_packrat)
       14    0.000    0.000    0.000    0.000 _binary.py:101(o32be)
        4    0.000    0.000    0.000    0.000 legend_handler.py:187(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:3464(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 Image.py:484(Image)
        1    0.000    0.000    0.000    0.000 core.py:322(condition_as_parse_action)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:666(decorator)
       86    0.000    0.000    0.000    0.000 backend_bases.py:988(get_hatch)
        1    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
       58    0.000    0.000    0.000    0.000 results.py:244(__bool__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1995(Chebyshev)
       39    0.000    0.000    0.000    0.000 core.py:3417(shape)
        7    0.000    0.000    0.000    0.000 legend_handler.py:144(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:406(_getencoder)
       85    0.000    0.000    0.000    0.000 path.py:244(simplify_threshold)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 patches.py:932(PathPatch)
       86    0.000    0.000    0.000    0.000 backend_bases.py:810(get_dashes)
       85    0.000    0.000    0.000    0.000 path.py:256(should_simplify)
        6    0.000    0.000    0.000    0.000 rcsetup.py:224(validate_fonttype)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        2    0.000    0.000    0.000    0.000 artist.py:1060(set_label)
        1    0.000    0.000    0.000    0.000 widgets.py:1818(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 __init__.py:1752(sanitize_sequence)
        1    0.000    0.000    0.000    0.000 core.py:5044(__init__)
        1    0.000    0.000    0.000    0.000 testing.py:124(TestParseResultsAsserts)
      138    0.000    0.000    0.000    0.000 core.py:772(postParse)
       51    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
       56    0.000    0.000    0.000    0.000 ticker.py:192(set_axis)
        4    0.000    0.000    0.000    0.000 axis.py:827(limit_range_for_scale)
       16    0.000    0.000    0.000    0.000 ticker.py:1651(raise_if_exceeds)
       75    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
       30    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
       15    0.000    0.000    0.000    0.000 Image.py:3343(register_extension)
        1    0.000    0.000    0.000    0.000 text.py:1616(Annotation)
       42    0.000    0.000    0.000    0.000 core.py:673(<genexpr>)
       24    0.000    0.000    0.000    0.000 patches.py:2247(<genexpr>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:673(Bbox)
        3    0.000    0.000    0.000    0.000 mathtext.py:196(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
        3    0.000    0.000    0.000    0.000 text.py:526(set_clip_box)
        2    0.000    0.000    0.000    0.000 core.py:3528(__init__)
       84    0.000    0.000    0.000    0.000 artist.py:700(get_path_effects)
       23    0.000    0.000    0.000    0.000 overrides.py:216(array_function_from_dispatcher)
       12    0.000    0.000    0.000    0.000 numerictypes.py:282(issubclass_)
        7    0.000    0.000    0.000    0.000 Image.py:3294(register_open)
        1    0.000    0.000    0.000    0.000 core.py:6505(MaskedConstant)
        6    0.000    0.000    0.000    0.000 core.py:3770(filled)
        1    0.000    0.000    0.000    0.000 transforms.py:222(BboxBase)
        1    0.000    0.000    0.000    0.000 quiver.py:235(QuiverKey)
       16    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.000    0.000 ticker.py:515(set_useLocale)
        1    0.000    0.000    0.000    0.000 __init__.py:129(CallbackRegistry)
        3    0.000    0.000    0.000    0.000 legend_handler.py:426(__init__)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        8    0.000    0.000    0.000    0.000 axis.py:995(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ImageOps.py:1(<module>)
       48    0.000    0.000    0.000    0.000 {built-in method math.log10}
        2    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1228(_process)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 core.py:112(__diag__)
        3    0.000    0.000    0.000    0.000 core.py:687(<listcomp>)
        1    0.000    0.000    0.000    0.000 figure.py:2057(_set_artist_props)
        1    0.000    0.000    0.000    0.000 _base.py:1780(set_box_aspect)
        1    0.000    0.000    0.000    0.000 sre_parse.py:981(parse_template)
       64    0.000    0.000    0.000    0.000 core.py:3858(<genexpr>)
       55    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
       56    0.000    0.000    0.000    0.000 __init__.py:1657(<lambda>)
        1    0.000    0.000    0.000    0.000 font_manager.py:1065(FontManager)
        1    0.000    0.000    0.000    0.000 backend_agg.py:59(RendererAgg)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(min_scalar_type)
        7    0.000    0.000    0.000    0.000 patches.py:302(set_antialiased)
       28    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       14    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
        4    0.000    0.000    0.000    0.000 linalg.py:112(_makearray)
       86    0.000    0.000    0.000    0.000 backend_bases.py:1007(get_hatch_linewidth)
        1    0.000    0.000    0.000    0.000 axis.py:32(<listcomp>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:9(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
       33    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
      149    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       73    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       38    0.000    0.000    0.000    0.000 artist.py:805(get_alpha)
       48    0.000    0.000    0.000    0.000 backend_bases.py:973(set_snap)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
        7    0.000    0.000    0.000    0.000 numerictypes.py:228(obj2sctype)
       20    0.000    0.000    0.000    0.000 axis.py:228(get_tick_padding)
       29    0.000    0.000    0.000    0.000 cycler.py:386(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:1644(make_mask_none)
        1    0.000    0.000    0.000    0.000 pyplot.py:889(close)
        1    0.000    0.000    0.000    0.000 art3d.py:73(Text3D)
       70    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       86    0.000    0.000    0.000    0.000 backend_bases.py:768(restore)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        3    0.000    0.000    0.000    0.000 pyplot.py:829(gcf)
       36    0.000    0.000    0.000    0.000 backend_agg.py:264(get_canvas_width_height)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 numeric.py:77(zeros_like)
       86    0.000    0.000    0.000    0.000 backend_bases.py:1011(get_sketch_params)
       64    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       70    0.000    0.000    0.000    0.000 axis.py:364(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
       42    0.000    0.000    0.000    0.000 results.py:262(haskeys)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 figure.py:98(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2270(_make_class_factory)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
        4    0.000    0.000    0.000    0.000 getlimits.py:692(max)
        2    0.000    0.000    0.000    0.000 Image.py:531(_new)
       86    0.000    0.000    0.000    0.000 backend_bases.py:999(get_hatch_color)
       38    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:303(IFDRational)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 __init__.py:437(LibraryLoader)
       47    0.000    0.000    0.000    0.000 text.py:545(set_wrap)
        7    0.000    0.000    0.000    0.000 os.py:817(fsdecode)
        1    0.000    0.000    0.000    0.000 _mathtext.py:660(StixFonts)
       45    0.000    0.000    0.000    0.000 enum.py:801(value)
        2    0.000    0.000    0.000    0.000 os.py:683(__setitem__)
       96    0.000    0.000    0.000    0.000 util.py:199(no_escape_re_range_char)
       20    0.000    0.000    0.000    0.000 colors.py:231(_has_alpha_channel)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        3    0.000    0.000    0.000    0.000 core.py:4753(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 getlimits.py:305(_get_machar)
       57    0.000    0.000    0.000    0.000 __init__.py:272(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:5509(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:76(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
       56    0.000    0.000    0.000    0.000 stride_tricks.py:476(_broadcast_arrays_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 gridspec.py:228(__getitem__)
        3    0.000    0.000    0.000    0.000 figure.py:2524(set_layout_engine)
        8    0.000    0.000    0.000    0.000 axis.py:1540(get_minor_ticks)
       70    0.000    0.000    0.000    0.000 fromnumeric.py:3148(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 subprocess.py:702(Popen)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       26    0.000    0.000    0.000    0.000 __init__.py:115(__hash__)
        1    0.000    0.000    0.000    0.000 collections.py:1831(TriMesh)
       10    0.000    0.000    0.000    0.000 re.py:269(escape)
        9    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        8    0.000    0.000    0.000    0.000 __init__.py:2324(_unpack_to_numpy)
        8    0.000    0.000    0.000    0.000 transforms.py:1836(is_separable)
        4    0.000    0.000    0.000    0.000 dataclasses.py:400(_tuple_str)
       54    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       42    0.000    0.000    0.000    0.000 transforms.py:141(<dictcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
       36    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 mathtext.py:185(MathTextParser)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
       14    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:844(values)
        2    0.000    0.000    0.000    0.000 ast.py:76(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
       47    0.000    0.000    0.000    0.000 core.py:4087(<genexpr>)
       53    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 dataclasses.py:391(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 colors.py:1212(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:154(_DummyAxis)
       34    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:77(destroy_all)
       50    0.000    0.000    0.000    0.000 fromnumeric.py:2427(_all_dispatcher)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:865(__len__)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
       66    0.000    0.000    0.000    0.000 inspect.py:3010(return_annotation)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       38    0.000    0.000    0.000    0.000 patches.py:761(rotation_point)
        1    0.000    0.000    0.000    0.000 core.py:4578(__init__)
        1    0.000    0.000    0.000    0.000 art3d.py:159(Line3D)
        6    0.000    0.000    0.000    0.000 patches.py:474(set_joinstyle)
       72    0.000    0.000    0.000    0.000 axis.py:294(get_loc)
        4    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
        1    0.000    0.000    0.000    0.000 core.py:257(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:572(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 dviread.py:833(PsfontsMap)
       58    0.000    0.000    0.000    0.000 pathlib.py:412(_select_from)
       42    0.000    0.000    0.000    0.000 transforms.py:134(<dictcomp>)
       10    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
       48    0.000    0.000    0.000    0.000 artist.py:641(get_sketch_params)
       20    0.000    0.000    0.000    0.000 inspect.py:3030(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 gridspec.py:33(__init__)
        5    0.000    0.000    0.000    0.000 version.py:74(__lt__)
       26    0.000    0.000    0.000    0.000 text.py:836(get_position)
        1    0.000    0.000    0.000    0.000 _base.py:2192(_sci)
        2    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        2    0.000    0.000    0.000    0.000 transforms.py:988(intervalx)
        1    0.000    0.000    0.000    0.000 core.py:46(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1076(poly1d)
        4    0.000    0.000    0.000    0.000 results.py:200(__setitem__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:361(BakomaFonts)
        1    0.000    0.000    0.000    0.000 defchararray.py:1908(chararray)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 figure.py:3042(clear)
        1    0.000    0.000    0.000    0.000 rcsetup.py:131(_validate_date)
        8    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:144(_name)
       10    0.000    0.000    0.000    0.000 axis.py:2154(_make_getset_interval)
        6    0.000    0.000    0.000    0.000 inspect.py:1349(formatannotation)
       12    0.000    0.000    0.000    0.000 legend_handler.py:63(__init__)
        3    0.000    0.000    0.000    0.000 artist.py:731(set_clip_box)
        2    0.000    0.000    0.000    0.000 _base.py:221(__init__)
       14    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        7    0.000    0.000    0.000    0.000 _collections_abc.py:381(__subclasshook__)
        8    0.000    0.000    0.000    0.000 rcsetup.py:558(_validate_greaterequal0_lessthan1)
        1    0.000    0.000    0.000    0.000 rcsetup.py:259(_validate_toolbar)
       56    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 tempfile.py:677(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:326(add_text)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
       12    0.000    0.000    0.000    0.000 dataclasses.py:286(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
       47    0.000    0.000    0.000    0.000 core.py:4088(<genexpr>)
        2    0.000    0.000    0.000    0.000 ast.py:72(_convert_num)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
       39    0.000    0.000    0.000    0.000 deprecation.py:398(<genexpr>)
        2    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        6    0.000    0.000    0.000    0.000 rcsetup.py:174(_make_type_validator)
        2    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
        6    0.000    0.000    0.000    0.000 os.py:759(decode)
       16    0.000    0.000    0.000    0.000 ticker.py:253(set_locs)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(unravel_index)
        1    0.000    0.000    0.000    0.000 core.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:861(_DomainGreater)
        1    0.000    0.000    0.000    0.000 exceptions.py:19(ParseBaseException)
       46    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
       50    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 dviread.py:221(<listcomp>)
       21    0.000    0.000    0.000    0.000 core.py:3627(recurse)
       22    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 colors.py:61(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:1599(sca)
        7    0.000    0.000    0.000    0.000 core.py:587(filled)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
        5    0.000    0.000    0.000    0.000 linalg.py:130(_realType)
       31    0.000    0.000    0.000    0.000 core.py:4370(recurse)
        6    0.000    0.000    0.000    0.000 __init__.py:859(__init__)
       40    0.000    0.000    0.000    0.000 colors.py:394(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
       28    0.000    0.000    0.000    0.000 axis.py:699(isDefault_majloc)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        2    0.000    0.000    0.000    0.000 core.py:6608(__setattr__)
       26    0.000    0.000    0.000    0.000 dataclasses.py:424(<genexpr>)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 transforms.py:2195(__init__)
       13    0.000    0.000    0.000    0.000 _internal.py:917(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 core.py:6310(mvoid)
       39    0.000    0.000    0.000    0.000 multiarray.py:1079(copyto)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        8    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
